Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
15,1973,,Dave Wallace,25,0,0,0.0,22.09,4,0,0,0,0,0,3.2,13,9,9,1,2,0,2,0,0,0,25,19,6.66,4.091,31.9,2.5,4.9,4.9,1.0,Right,No
1,1972,SP,Steve Carlton,27,27,10,0.73,1.97,41,41,0,30,8,0,346.1,257,84,76,17,87,8,310,1,2,8,1351,182,2.01,0.993,6.7,0.4,2.3,8.1,3.56,Left,No
2,1972,SP,Ken Reynolds,25,2,15,0.118,4.26,33,23,1,2,0,0,154.1,149,76,73,17,60,6,87,1,0,1,652,85,3.89,1.354,8.7,1.0,3.5,5.1,1.45,Left,No
3,1972,SP,Bill Champion,24,4,14,0.222,5.09,30,22,1,2,0,0,132.2,155,80,75,11,54,8,54,1,0,7,584,71,3.91,1.575,10.5,0.7,3.7,3.7,1.0,Right,No
4,1972,SP,Woodie Fryman,32,4,10,0.286,4.36,23,17,4,3,2,1,119.2,131,64,58,15,39,9,69,2,2,2,518,83,3.9,1.421,9.9,1.1,2.9,5.2,1.77,Left,No
5,1972,RP,Wayne Twitchell,24,5,9,0.357,4.06,49,15,17,1,1,1,139.2,138,72,63,6,56,6,112,2,1,4,602,89,2.6,1.389,8.9,0.4,3.6,7.2,2.0,Right,No
6,1972,RP,Darrell Brandon,31,7,7,0.5,3.45,42,6,17,0,0,2,104.1,106,49,40,9,46,8,67,6,1,3,454,105,3.73,1.457,9.1,0.8,4.0,5.8,1.46,Right,No
7,1972,RP,Barry Lersch,27,4,6,0.4,3.04,36,8,4,3,1,0,100.2,86,37,34,8,33,7,48,3,1,3,416,119,3.55,1.182,7.7,0.7,3.0,4.3,1.45,Right,No
8,1972,RP,Dick Selma,28,2,9,0.182,5.56,46,10,25,1,0,3,98.2,91,67,61,13,73,9,58,5,0,6,459,65,5.31,1.662,8.3,1.2,6.7,5.3,0.79,Right,No
9,1972,,Jim Nash,27,0,8,0.0,6.27,9,8,0,0,0,0,37.1,46,33,26,5,17,2,15,3,0,3,178,58,4.94,1.688,11.1,1.2,4.1,3.6,0.88,Right,No
10,1972,,Mac Scarce,23,1,2,0.333,3.44,31,0,14,0,0,4,36.2,30,14,14,6,20,2,40,2,0,7,160,106,4.14,1.364,7.4,1.5,4.9,9.8,2.0,Left,No
11,1972,,Bill Wilson,29,1,1,0.5,3.3,23,0,5,0,0,0,30.0,26,13,11,1,11,3,18,0,0,2,125,110,2.73,1.233,7.8,0.3,3.3,5.4,1.64,Right,No
12,1972,,Chris Short,34,1,1,0.5,3.91,19,0,9,0,0,1,23.0,24,12,10,3,8,2,20,0,0,2,100,94,3.4,1.391,9.4,1.2,3.1,7.8,2.5,Left,No
13,1972,,Dave Downs,20,1,1,0.5,2.74,4,4,0,1,1,0,23.0,25,7,7,1,3,0,5,1,1,2,89,134,3.05,1.217,9.8,0.4,1.2,2.0,1.67,Right,No
14,1972,,Joe Hoerner,35,0,2,0.0,2.08,15,0,8,0,0,3,21.2,21,6,5,2,5,5,12,1,0,1,92,176,3.32,1.2,8.7,0.8,2.1,5.0,2.4,Left,No
15,1972,,Gary Neibauer,27,0,2,0.0,5.3,9,2,5,0,0,0,18.2,17,12,11,1,14,0,7,1,0,0,87,69,4.76,1.661,8.2,0.5,6.8,3.4,0.5,Right,No
16,1972,,Bob Terlecki,27,0,0,0.0,4.73,9,0,3,0,0,0,13.1,16,9,7,2,10,0,5,0,0,0,65,79,5.85,1.95,10.8,1.4,6.8,3.4,0.5,Right,No
1,1971,SP,Rick Wise,25,17,14,0.548,2.88,38,37,0,17,4,0,272.1,261,110,87,20,70,5,155,4,0,7,1123,123,3.08,1.215,8.6,0.7,2.3,5.1,2.21,Right,No
2,1971,SP,Barry Lersch,26,5,14,0.263,3.78,38,30,4,3,0,0,214.1,203,97,90,28,50,2,113,3,0,8,875,94,3.84,1.18,8.5,1.2,2.1,4.7,2.26,Right,No
3,1971,SP,Chris Short,33,7,14,0.333,3.85,31,26,3,5,2,1,173.0,182,85,74,22,63,2,95,3,0,6,745,92,4.15,1.416,9.5,1.1,3.3,4.9,1.51,Left,No
4,1971,SP,Ken Reynolds,24,5,9,0.357,4.49,35,25,7,2,1,0,162.1,163,89,81,11,82,1,81,6,1,7,709,79,3.96,1.509,9.0,0.6,4.5,4.5,0.99,Left,No
5,1971,SP,Jim Bunning,39,5,12,0.294,5.48,29,16,8,1,0,1,110.0,126,72,67,11,37,7,58,6,0,1,484,65,3.87,1.482,10.3,0.9,3.0,4.7,1.57,Right,No
6,1971,CL,Joe Hoerner,34,4,5,0.444,1.97,49,0,28,0,0,9,73.0,57,19,16,6,21,3,57,1,1,2,296,180,2.86,1.068,7.0,0.7,2.6,7.0,2.71,Left,No
7,1971,RP,Woodie Fryman,31,10,7,0.588,3.38,37,17,9,3,2,2,149.1,133,61,56,7,46,1,104,3,0,6,616,105,2.65,1.199,8.0,0.4,2.8,6.3,2.26,Left,No
8,1971,RP,Bill Champion,23,3,5,0.375,4.39,37,9,8,0,0,0,108.2,100,61,53,10,48,4,49,3,0,3,466,81,4.15,1.362,8.3,0.8,4.0,4.1,1.02,Right,No
9,1971,RP,Darrell Brandon,30,6,6,0.5,3.9,52,0,26,0,0,4,83.0,81,42,36,5,47,9,44,0,0,2,364,91,3.87,1.542,8.8,0.5,5.1,4.8,0.94,Right,No
10,1971,RP,Bill Wilson,28,4,6,0.4,3.07,38,0,26,0,0,7,58.2,39,20,20,4,22,4,40,1,0,5,237,116,3.15,1.04,6.0,0.6,3.4,6.1,1.82,Right,No
11,1971,,Dick Selma,27,0,2,0.0,3.28,17,0,9,0,0,1,24.2,21,9,9,2,8,0,15,2,0,2,102,110,3.51,1.176,7.7,0.7,2.9,5.5,1.88,Right,No
12,1971,,Wayne Twitchell,23,1,0,1.0,0.0,6,1,2,0,0,0,16.0,8,4,0,1,10,0,15,1,0,0,69,0,3.45,1.125,4.5,0.6,5.6,8.4,1.5,Right,No
13,1971,,Lowell Palmer,23,0,0,0.0,6.0,3,1,0,0,0,0,15.0,13,11,10,3,13,0,6,4,0,4,73,61,7.65,1.733,7.8,1.8,7.8,3.6,0.46,Right,No
14,1971,,Manny Muniz,23,0,1,0.0,6.97,5,0,1,0,0,0,10.1,9,8,8,2,8,1,6,0,0,0,48,53,6.13,1.645,7.8,1.7,7.0,5.2,0.75,Right,No
1,1970,SP,Rick Wise,24,13,14,0.481,4.17,35,34,0,5,1,0,220.1,253,115,102,15,65,7,113,3,1,3,962,96,3.42,1.443,10.3,0.6,2.7,4.6,1.74,Right,No
2,1970,SP,Jim Bunning,38,10,15,0.4,4.11,34,33,0,4,0,0,219.0,233,111,100,19,56,9,147,8,0,1,937,98,3.3,1.32,9.6,0.8,2.3,6.0,2.63,Right,No
3,1970,SP,Chris Short,32,9,16,0.36,4.3,36,34,1,7,2,1,199.0,211,100,95,13,66,3,133,6,1,2,863,94,3.24,1.392,9.5,0.6,3.0,6.0,2.02,Left,No
4,1970,SP,Grant Jackson,27,5,15,0.25,5.29,32,23,4,1,0,0,149.2,170,94,88,17,61,3,104,1,0,2,669,76,3.97,1.543,10.2,1.0,3.7,6.3,1.7,Left,No
5,1970,SP,Woodie Fryman,30,8,6,0.571,4.09,27,20,1,4,3,0,127.2,122,61,58,11,43,2,97,1,3,5,532,98,3.27,1.292,8.6,0.8,3.0,6.8,2.26,Left,No
6,1970,CL,Dick Selma,26,8,9,0.471,2.75,73,0,47,0,0,22,134.1,108,42,41,8,59,9,153,4,1,10,552,147,2.54,1.243,7.2,0.5,4.0,10.3,2.59,Right,No
7,1970,RP,Barry Lersch,25,6,3,0.667,3.26,42,11,14,3,0,3,138.0,119,52,50,17,47,5,92,1,0,4,573,123,3.95,1.203,7.8,1.1,3.1,6.0,1.96,Right,No
8,1970,RP,Lowell Palmer,22,1,2,0.333,5.47,38,5,10,0,0,0,102.0,98,66,62,15,55,4,85,5,1,14,451,74,4.65,1.5,8.6,1.3,4.9,7.5,1.55,Right,No
9,1970,RP,Bill Wilson,27,1,0,1.0,4.78,37,0,11,0,0,0,58.1,57,35,31,5,33,0,41,0,0,7,258,84,4.04,1.543,8.8,0.8,5.1,6.3,1.24,Right,No
10,1970,RP,Joe Hoerner,33,9,5,0.643,2.65,44,0,28,0,0,9,57.2,53,20,17,5,20,7,39,1,0,1,245,152,3.51,1.266,8.3,0.8,3.1,6.1,1.95,Left,No
11,1970,,Fred Wenz,28,2,0,1.0,4.45,22,0,11,0,0,1,30.1,27,16,15,2,13,0,24,1,0,2,133,91,3.3,1.319,8.0,0.6,3.9,7.1,1.85,Right,No
12,1970,,Bill Champion,22,0,2,0.0,9.0,7,1,2,0,0,0,14.0,21,14,14,3,10,2,12,1,0,1,70,46,6.07,2.214,13.5,1.9,6.4,7.7,1.2,Right,No
13,1970,,Mike Jackson,24,1,1,0.5,1.42,5,0,4,0,0,0,6.1,6,1,1,0,4,0,4,0,0,0,25,299,3.27,1.579,8.5,0.0,5.7,5.7,1.0,Left,No
14,1970,,Ken Reynolds,23,0,0,0.0,0.0,4,0,2,0,0,0,2.1,3,0,0,0,4,0,1,0,0,0,13,0,6.92,3.0,11.6,0.0,15.4,3.9,0.25,Left,No
15,1970,,Bill Laxton,22,0,0,0.0,13.5,2,0,2,0,0,0,2.0,2,3,3,2,2,0,2,1,0,0,11,35,18.14,2.0,9.0,9.0,9.0,9.0,1.0,Left,No
1,1969,SP,Grant Jackson,26,14,18,0.438,3.34,38,35,2,13,4,1,253.0,237,114,94,16,92,3,180,5,3,7,1071,107,3.06,1.3,8.4,0.6,3.3,6.4,1.96,Left,No
2,1969,SP,Woodie Fryman,29,12,15,0.444,4.41,36,35,0,10,1,0,228.1,243,123,112,15,89,3,150,11,1,12,1010,81,3.36,1.454,9.6,0.6,3.5,5.9,1.69,Left,No
3,1969,SP,Rick Wise,23,15,13,0.536,3.23,33,31,1,14,4,0,220.0,215,100,79,17,61,3,144,2,3,4,916,110,3.06,1.255,8.8,0.7,2.5,5.9,2.36,Right,No
4,1969,SP,Jerry Johnson,25,6,13,0.316,4.28,33,21,7,4,2,1,147.1,151,76,70,18,57,11,82,3,0,2,636,84,4.21,1.412,9.2,1.1,3.5,5.0,1.44,Right,No
5,1969,SP,Bill Champion,21,5,10,0.333,5.01,23,20,1,4,2,1,116.2,130,68,65,7,63,4,70,3,1,6,535,71,3.79,1.654,10.0,0.5,4.9,5.4,1.11,Right,No
6,1969,CL,John Boozer,30,1,2,0.333,4.28,46,2,19,0,0,6,82.0,91,46,39,12,36,5,47,0,0,6,362,84,4.58,1.549,10.0,1.3,4.0,5.2,1.31,Right,No
7,1969,RP,Lowell Palmer,21,2,8,0.2,5.2,26,9,9,1,1,0,90.0,91,54,52,12,47,7,68,6,0,4,407,69,4.5,1.533,9.1,1.2,4.7,6.8,1.45,Right,No
8,1969,RP,Turk Farrell,35,3,4,0.429,4.0,46,0,27,0,0,3,74.1,92,33,33,8,27,6,40,1,0,2,333,90,3.96,1.601,11.1,1.0,3.3,4.8,1.48,Right,No
9,1969,RP,Al Raffo,27,1,3,0.25,4.11,45,0,17,0,0,1,72.1,81,35,33,6,25,3,38,4,0,3,317,87,3.74,1.465,10.1,0.7,3.1,4.7,1.52,Right,No
10,1969,RP,Bill Wilson,26,2,5,0.286,3.32,37,0,19,0,0,6,62.1,53,26,23,6,36,8,48,1,0,4,271,108,4.0,1.428,7.7,0.9,5.2,6.9,1.33,Right,No
11,1969,,Jeff James,27,2,2,0.5,5.4,6,5,1,1,0,0,31.2,36,20,19,5,14,1,21,0,0,3,142,67,4.56,1.579,10.2,1.4,4.0,6.0,1.5,Right,No
12,1969,,Gary Wagner,29,0,3,0.0,7.91,9,2,5,0,0,0,19.1,31,22,17,3,7,1,8,0,0,0,98,46,4.78,1.966,14.4,1.4,3.3,3.7,1.14,Right,No
13,1969,,Barry Lersch,24,0,3,0.0,7.13,10,0,4,0,0,2,17.2,20,14,14,6,10,2,13,1,0,1,83,51,7.32,1.698,10.2,3.1,5.1,6.6,1.3,Right,No
14,1969,,Chris Short,31,0,0,0.0,7.2,2,2,0,0,0,0,10.0,11,8,8,2,4,0,5,1,0,0,45,52,5.61,1.5,9.9,1.8,3.6,4.5,1.25,Left,No
15,1969,,Luis Peraza,27,0,0,0.0,6.0,8,0,3,0,0,0,9.0,12,6,6,1,2,0,7,0,0,0,38,62,3.06,1.556,12.0,1.0,2.0,7.0,3.5,Right,No
1,1968,SP,Chris Short,30,19,13,0.594,2.94,42,36,4,9,2,1,269.2,236,99,88,25,81,10,202,9,0,3,1103,103,3.09,1.176,7.9,0.8,2.7,6.7,2.49,Left,No
2,1968,SP,Larry Jackson,37,13,17,0.433,2.77,34,34,0,12,2,0,243.2,229,86,75,9,60,15,127,4,0,2,997,109,2.61,1.186,8.5,0.3,2.2,4.7,2.12,Right,No
3,1968,SP,Woodie Fryman,28,12,14,0.462,2.78,34,32,1,10,5,0,213.2,198,78,66,12,64,2,151,6,2,7,892,109,2.68,1.226,8.3,0.5,2.7,6.4,2.36,Left,No
4,1968,SP,Rick Wise,22,9,15,0.375,4.54,30,30,0,7,1,0,182.1,210,100,92,12,37,3,97,6,0,4,776,67,2.88,1.355,10.4,0.6,1.8,4.8,2.62,Right,No
5,1968,SP,Jerry Johnson,24,4,4,0.5,3.24,16,11,3,2,0,0,80.2,82,33,29,5,29,2,40,2,0,2,345,94,3.35,1.376,9.1,0.6,3.2,4.5,1.38,Right,No
6,1968,CL,Turk Farrell,34,4,6,0.4,3.48,54,0,36,0,0,12,82.2,83,40,32,7,32,6,57,2,0,3,357,87,3.34,1.391,9.0,0.8,3.5,6.2,1.78,Right,No
7,1968,RP,Gary Wagner,28,4,4,0.5,3.0,44,0,20,0,0,8,78.0,69,27,26,0,31,6,43,5,0,1,328,101,2.67,1.282,8.0,0.0,3.6,5.0,1.39,Right,No
8,1968,RP,John Boozer,29,2,2,0.5,3.67,38,0,20,0,0,5,68.2,76,32,28,3,15,3,49,2,0,2,295,83,2.27,1.325,10.0,0.4,2.0,6.4,3.27,Right,No
9,1968,RP,Grant Jackson,25,1,6,0.143,2.95,33,6,12,1,0,1,61.0,59,28,20,4,20,3,49,0,0,3,264,103,2.61,1.295,8.7,0.6,3.0,7.2,2.45,Left,No
10,1968,RP,Dick Hall,37,4,1,0.8,4.89,32,0,18,0,0,0,46.0,53,26,25,6,5,3,31,1,0,0,192,62,3.12,1.261,10.4,1.2,1.0,6.1,6.2,Right,No
11,1968,,Jeff James,26,4,4,0.5,4.28,29,13,5,1,1,0,115.2,112,61,55,8,46,2,83,4,1,3,495,71,3.15,1.366,8.7,0.6,3.6,6.5,1.8,Right,No
12,1968,,Paul Brown,27,0,0,0.0,9.0,2,0,1,0,0,0,4.0,6,4,4,0,1,0,4,0,0,0,19,38,1.14,1.75,13.5,0.0,2.3,9.0,4.0,Right,No
13,1968,,Larry Colton,26,0,0,0.0,4.5,1,0,0,0,0,0,2.0,3,1,1,0,0,0,2,0,0,0,9,84,0.39,1.5,13.5,0.0,0.0,9.0,0.0,Right,No
1,1967,SP,Jim Bunning,35,17,15,0.531,2.29,40,40,0,16,6,0,302.1,241,94,77,18,73,20,253,13,1,4,1216,149,2.49,1.039,7.2,0.5,2.2,7.5,3.47,Right,No
2,1967,SP,Larry Jackson,36,13,15,0.464,3.1,40,37,1,11,4,0,261.2,242,111,90,17,54,11,139,6,1,3,1078,110,3.01,1.131,8.3,0.6,1.9,4.8,2.57,Right,No
3,1967,SP,Chris Short,29,9,11,0.45,2.39,29,26,1,8,2,1,199.1,163,55,53,9,74,7,142,4,0,6,817,143,2.88,1.189,7.4,0.4,3.3,6.4,1.92,Left,No
4,1967,SP,Rick Wise,21,11,11,0.5,3.28,36,25,4,6,3,0,181.1,177,69,66,8,45,5,111,4,0,4,745,104,2.7,1.224,8.8,0.4,2.2,5.5,2.47,Right,No
5,1967,SP,Dick Ellsworth,27,6,7,0.462,4.38,32,21,4,3,1,0,125.1,152,75,61,6,36,10,45,5,0,5,549,78,3.42,1.5,10.9,0.4,2.6,3.2,1.25,Left,No
6,1967,CL,Turk Farrell,33,9,6,0.6,2.05,50,1,34,0,0,12,92.0,76,26,21,6,15,5,68,1,0,3,360,167,2.43,0.989,7.4,0.6,1.5,6.7,4.53,Right,No
7,1967,RP,Dick Hall,36,10,8,0.556,2.2,48,1,37,1,0,9,86.0,83,28,21,5,12,8,49,2,0,0,347,156,2.64,1.105,8.7,0.5,1.3,5.1,4.08,Right,No
8,1967,RP,Grant Jackson,24,2,3,0.4,3.84,43,4,12,0,0,1,84.1,86,40,36,3,43,7,83,2,1,5,376,89,2.63,1.53,9.2,0.3,4.6,8.9,1.93,Left,No
9,1967,RP,John Boozer,28,5,4,0.556,4.1,28,7,8,1,0,1,74.2,86,39,34,6,24,5,48,1,1,5,324,84,3.3,1.473,10.4,0.7,2.9,5.8,2.0,Right,No
10,1967,RP,Dallas Green,32,0,0,0.0,9.0,8,0,3,0,0,0,15.0,25,16,15,2,6,2,12,1,0,1,76,39,4.07,2.067,15.0,1.2,3.6,7.2,2.0,Right,No
11,1967,,Rubén Gómez,39,0,0,0.0,3.97,7,0,6,0,0,0,11.1,8,6,5,2,7,3,9,0,0,1,48,89,5.1,1.324,6.4,1.6,5.6,7.1,1.29,Right,No
12,1967,,Pedro Ramos,32,0,0,0.0,9.0,6,0,4,0,0,0,8.0,14,8,8,1,8,1,1,2,0,0,46,40,7.66,2.75,15.8,1.1,9.0,1.1,0.13,Right,No
13,1967,,Larry Loughlin,25,0,0,0.0,15.19,3,0,0,0,0,0,5.1,9,9,9,1,4,1,5,0,0,0,28,24,5.35,2.438,15.2,1.7,6.8,8.4,1.25,Left,No
14,1967,,Bob Buhl,38,0,0,0.0,12.0,3,0,0,0,0,0,3.0,6,4,4,2,2,0,1,0,0,0,15,33,12.54,2.667,18.0,6.0,6.0,3.0,0.5,Right,No
15,1967,,Gary Wagner,27,0,0,0.0,0.0,1,0,1,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,6,0,1.54,0.5,4.5,0.0,0.0,4.5,0.0,Right,No
16,1967,,Cookie Rojas,28,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,5,0,2.54,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
17,1967,,Dick Thoenen,23,0,0,0.0,9.0,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0,5,55,2.54,2.0,18.0,0.0,0.0,0.0,0.0,Right,No
1,1966,SP,Jim Bunning,34,19,14,0.576,2.41,43,41,2,16,5,1,314.0,260,91,84,26,55,8,252,19,1,5,1254,150,2.73,1.003,7.5,0.7,1.6,7.2,4.58,Right,No
2,1966,SP,Chris Short,28,20,10,0.667,3.54,42,39,2,19,4,0,272.0,257,120,107,28,68,2,177,9,0,6,1118,102,3.44,1.195,8.5,0.9,2.3,5.9,2.6,Left,No
3,1966,SP,Larry Jackson,35,15,13,0.536,2.99,35,33,1,12,5,0,247.0,243,93,82,22,58,5,107,5,0,3,1014,121,3.61,1.219,8.9,0.8,2.1,3.9,1.84,Right,No
4,1966,SP,Bob Buhl,37,6,8,0.429,4.77,32,18,8,1,0,1,132.0,156,74,70,10,39,6,59,4,0,6,573,76,3.62,1.477,10.6,0.7,2.7,4.0,1.51,Right,No
5,1966,SP,Rick Wise,20,5,6,0.455,3.71,22,13,3,3,0,0,99.1,100,50,41,5,24,3,58,3,0,0,416,98,2.86,1.248,9.1,0.5,2.2,5.3,2.42,Right,No
6,1966,CL,Darold Knowles,24,6,5,0.545,3.05,69,0,39,0,0,13,100.1,98,38,34,4,46,10,88,7,1,5,440,119,2.9,1.435,8.8,0.4,4.1,7.9,1.91,Left,No
7,1966,RP,Ray Culp,24,7,4,0.636,5.04,34,12,11,1,0,1,110.2,106,66,62,19,53,4,100,7,1,9,495,72,4.61,1.437,8.6,1.5,4.3,8.1,1.89,Right,No
8,1966,RP,Ray Herbert,36,2,5,0.286,4.29,23,2,9,0,0,2,50.1,55,26,24,7,14,2,15,1,0,1,210,85,4.66,1.371,9.8,1.3,2.5,2.7,1.07,Right,No
9,1966,RP,Terry Fox,30,3,2,0.6,4.47,36,0,16,0,0,4,44.1,57,22,22,3,17,8,22,2,0,3,201,82,3.73,1.669,11.6,0.6,3.5,4.5,1.29,Right,No
10,1966,RP,Joe Verbanic,23,1,1,0.5,5.14,17,0,3,0,0,0,14.0,12,9,8,2,10,3,7,0,0,2,64,72,5.55,1.571,7.7,1.3,6.4,4.5,0.7,Right,No
11,1966,,Roger Craig,36,2,1,0.667,5.56,14,0,5,0,0,1,22.2,31,15,14,4,5,1,13,0,0,0,103,66,4.36,1.588,12.3,1.6,2.0,5.2,2.6,Right,No
12,1966,,Bo Belinsky,29,0,2,0.0,2.93,9,1,4,0,0,0,15.1,14,5,5,3,5,1,8,3,0,1,64,126,5.62,1.239,8.2,1.8,2.9,4.7,1.6,Left,No
13,1966,,John Morris,24,1,1,0.5,5.27,13,0,4,0,0,0,13.2,15,8,8,2,3,1,8,1,0,1,58,71,4.16,1.317,9.9,1.3,2.0,5.3,2.67,Left,No
14,1966,,Gary Wagner,26,0,1,0.0,8.53,5,1,0,0,0,0,6.1,8,6,6,1,5,0,2,0,1,0,30,45,6.34,2.053,11.4,1.4,7.1,2.8,0.4,Right,No
15,1966,,Ed Roebuck,34,0,2,0.0,6.0,6,0,2,0,0,0,6.0,9,7,4,0,2,0,5,0,0,1,31,64,1.89,1.833,13.5,0.0,3.0,7.5,2.5,Right,No
16,1966,,John Boozer,27,0,0,0.0,6.75,2,2,0,0,0,0,5.1,8,5,4,1,3,0,5,0,0,0,27,58,4.8,2.063,13.5,1.7,5.1,8.4,1.67,Right,No
17,1966,,Fergie Jenkins,23,0,0,0.0,3.86,1,0,0,0,0,0,2.1,3,2,1,0,1,1,2,0,0,0,12,111,2.13,1.714,11.6,0.0,3.9,7.7,2.0,Right,No
18,1966,,Steve Ridzik,37,0,0,0.0,7.71,2,0,1,0,0,0,2.1,5,2,2,0,1,0,0,0,0,0,13,55,3.84,2.571,19.3,0.0,3.9,0.0,0.0,Right,No
19,1966,,Grant Jackson,23,0,0,0.0,5.4,2,0,0,0,0,0,1.2,2,1,1,0,3,0,0,0,0,0,9,84,7.95,3.0,10.8,0.0,16.2,0.0,0.0,Left,No
1,1965,SP,Chris Short,27,18,11,0.621,2.82,47,40,3,15,5,2,297.1,260,102,93,18,89,8,237,5,0,5,1216,122,2.66,1.174,7.9,0.5,2.7,7.2,2.66,Left,No
2,1965,SP,Jim Bunning,33,19,9,0.679,2.6,39,39,0,15,7,0,291.0,253,92,84,23,62,10,268,12,0,1,1191,132,2.47,1.082,7.8,0.7,1.9,8.3,4.32,Right,No
3,1965,SP,Ray Culp,23,14,10,0.583,3.22,33,30,1,11,2,0,204.1,188,89,73,14,78,9,134,12,0,7,877,107,3.42,1.302,8.3,0.6,3.4,5.9,1.72,Right,No
4,1965,SP,Ray Herbert,35,5,8,0.385,3.86,25,19,2,4,1,1,130.2,162,60,56,13,19,2,51,1,0,4,550,89,3.49,1.385,11.2,0.9,1.3,3.5,2.68,Right,No
5,1965,CL,Gary Wagner,25,7,7,0.5,3.0,59,0,32,0,0,7,105.0,87,43,35,6,49,8,91,2,0,0,436,115,2.98,1.295,7.5,0.5,4.2,7.8,1.86,Right,No
6,1965,RP,Bo Belinsky,28,4,9,0.308,4.84,30,14,4,3,0,1,109.2,103,72,59,13,48,5,71,6,1,11,482,71,4.24,1.377,8.5,1.1,3.9,5.8,1.48,Left,No
7,1965,RP,Jack Baldschun,28,5,8,0.385,3.82,65,0,31,0,0,6,99.0,102,53,42,4,42,12,81,4,0,5,436,90,2.8,1.455,9.3,0.4,3.8,7.4,1.93,Right,No
8,1965,RP,Art Mahaffey,27,2,5,0.286,6.21,22,9,2,1,0,0,71.0,82,53,49,11,32,2,52,7,0,2,329,56,4.71,1.606,10.4,1.4,4.1,6.6,1.63,Right,No
9,1965,RP,Ed Roebuck,33,5,3,0.625,3.4,44,0,23,0,0,3,50.1,55,27,19,2,15,5,29,5,0,3,222,102,3.07,1.391,9.8,0.4,2.7,5.2,1.93,Right,No
10,1965,,Lew Burdette,38,3,3,0.5,5.48,19,9,2,1,1,0,70.2,95,50,43,5,17,2,23,5,0,1,319,63,3.72,1.585,12.1,0.6,2.2,2.9,1.35,Right,No
11,1965,,Grant Jackson,22,1,1,0.5,7.24,6,2,2,0,0,0,13.2,17,11,11,4,5,0,15,0,0,0,61,49,5.22,1.61,11.2,2.6,3.3,9.9,3.0,Left,No
12,1965,,Fergie Jenkins,22,2,1,0.667,2.19,7,0,6,0,0,1,12.1,7,3,3,2,2,0,10,0,0,0,46,162,3.49,0.73,5.1,1.5,1.5,7.3,5.0,Right,No
13,1965,,Ryne Duren,36,0,0,0.0,3.27,6,0,3,0,0,0,11.0,10,7,4,0,4,1,6,1,0,1,44,109,2.79,1.273,8.2,0.0,3.3,4.9,1.5,Right,No
14,1965,,Morrie Steevens,24,0,1,0.0,16.88,6,0,1,0,0,0,2.2,5,5,5,1,4,0,3,0,0,2,16,24,9.64,3.375,16.9,3.4,13.5,10.1,0.75,Left,No
1,1964,SP,Jim Bunning,32,19,8,0.704,2.63,41,39,2,13,5,2,284.1,248,99,83,23,46,3,219,14,0,2,1145,132,2.75,1.034,7.8,0.7,1.5,6.9,4.76,Right,No
2,1964,SP,Chris Short,26,17,9,0.654,2.2,42,31,4,12,4,2,220.2,174,63,54,10,51,5,181,4,0,4,867,158,2.3,1.02,7.1,0.4,2.1,7.4,3.55,Left,No
3,1964,SP,Dennis Bennett,24,12,14,0.462,3.68,41,32,4,7,2,2,208.0,222,92,85,23,58,8,125,5,0,6,881,94,3.75,1.346,9.6,1.0,2.5,5.4,2.16,Left,No
4,1964,SP,Art Mahaffey,26,12,9,0.571,4.52,34,29,2,2,2,0,157.1,161,84,79,17,82,5,80,6,0,7,698,77,4.67,1.544,9.2,1.0,4.7,4.6,0.98,Right,No
5,1964,SP,Ray Culp,22,8,7,0.533,4.13,30,19,4,3,1,0,135.0,139,77,62,15,56,4,96,5,1,8,601,84,3.98,1.444,9.3,1.0,3.7,6.4,1.71,Right,No
6,1964,CL,Jack Baldschun,27,6,9,0.4,3.12,71,0,51,0,0,21,118.1,111,50,41,8,40,7,96,3,0,9,507,112,2.95,1.276,8.4,0.6,3.0,7.3,2.4,Right,No
7,1964,RP,Ed Roebuck,32,5,3,0.625,2.21,60,0,27,0,0,12,77.1,55,21,19,7,25,6,42,4,0,4,314,158,3.82,1.034,6.4,0.8,2.9,4.9,1.68,Right,No
8,1964,RP,Rick Wise,18,5,3,0.625,4.04,25,8,2,0,0,0,69.0,78,41,31,7,25,2,39,3,0,3,313,86,4.01,1.493,10.2,0.9,3.3,5.1,1.56,Right,No
9,1964,RP,John Boozer,25,3,4,0.429,5.07,22,3,9,0,0,2,60.1,64,37,34,6,18,2,51,2,0,1,258,69,3.2,1.359,9.5,0.9,2.7,7.6,2.83,Right,No
